run,model.model.training,model.model.input_channels,model.model.num_classes,model.model.conv_blocks,model.model.base_filters,model.model.filters_growth,model.model.kernel_size,model.model.pool_kernel,model.model.norm,model.model.hidden_units,model.model.dropout_p,model.model.global_pool,model.types.training,model.types.input_channels,model.types.num_classes,model.types.conv_blocks,model.types.base_filters,model.types.filters_growth,model.types.kernel_size,model.types.pool_kernel,model.types.norm,model.types.hidden_units,model.types.dropout_p,model.types.global_pool,settings.model.epochs,settings.model.metrics,settings.model.logdir,settings.model.train_steps,settings.model.valid_steps,settings.model.reporttypes,settings.model.optimizer_kwargs.lr,settings.model.optimizer_kwargs.weight_decay,settings.model.scheduler_kwargs.factor,settings.model.scheduler_kwargs.patience,settings.model.earlystop_kwargs.save,settings.model.earlystop_kwargs.verbose,settings.model.earlystop_kwargs.patience,settings.types.epochs,settings.types.metrics,settings.types.logdir,settings.types.train_steps,settings.types.valid_steps,settings.types.reporttypes,settings.types.optimizer_kwargs,settings.types.scheduler_kwargs,settings.types.earlystop_kwargs,final_metric,final_metric_source,final_metric_file
20250919-203819,True,1,10,2,16,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203831,True,1,10,2,16,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203844,True,1,10,2,16,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203856,True,1,10,2,16,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203909,True,1,10,2,16,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203923,True,1,10,2,16,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203938,True,1,10,2,16,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-203951,True,1,10,2,16,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204006,True,1,10,2,16,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204018,True,1,10,2,16,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204031,True,1,10,2,16,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204044,True,1,10,2,16,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204057,True,1,10,2,16,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204111,True,1,10,2,16,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204125,True,1,10,2,16,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204140,True,1,10,2,16,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204153,True,1,10,2,16,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204210,True,1,10,2,16,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204226,True,1,10,2,16,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204243,True,1,10,2,16,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204300,True,1,10,2,16,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204318,True,1,10,2,16,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204336,True,1,10,2,16,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204353,True,1,10,2,16,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204410,True,1,10,2,16,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204426,True,1,10,2,16,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204443,True,1,10,2,16,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204459,True,1,10,2,16,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204516,True,1,10,2,16,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204535,True,1,10,2,16,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204552,True,1,10,2,16,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204611,True,1,10,2,16,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204634,True,1,10,2,16,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204652,True,1,10,2,16,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204710,True,1,10,2,16,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204727,True,1,10,2,16,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204742,True,1,10,2,16,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204758,True,1,10,2,16,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204814,True,1,10,2,16,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204830,True,1,10,2,16,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204846,True,1,10,2,16,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204901,True,1,10,2,16,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204916,True,1,10,2,16,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204931,True,1,10,2,16,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-204950,True,1,10,2,16,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205013,True,1,10,2,16,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205030,True,1,10,2,16,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205047,True,1,10,2,16,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205104,True,1,10,2,16,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205119,True,1,10,2,16,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205133,True,1,10,2,16,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205148,True,1,10,2,16,2.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205202,True,1,10,2,16,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205218,True,1,10,2,16,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205233,True,1,10,2,16,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205248,True,1,10,2,16,2.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205304,True,1,10,2,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205319,True,1,10,2,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205334,True,1,10,2,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205348,True,1,10,2,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205403,True,1,10,2,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205419,True,1,10,2,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205435,True,1,10,2,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205451,True,1,10,2,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205506,True,1,10,2,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205524,True,1,10,2,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205543,True,1,10,2,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205601,True,1,10,2,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205620,True,1,10,2,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205639,True,1,10,2,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205658,True,1,10,2,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205718,True,1,10,2,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205738,True,1,10,2,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205759,True,1,10,2,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205818,True,1,10,2,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205836,True,1,10,2,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205854,True,1,10,2,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205913,True,1,10,2,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205934,True,1,10,2,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-205953,True,1,10,2,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-210013,True,1,10,2,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-210030,True,1,10,2,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-210047,True,1,10,2,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-210104,True,1,10,2,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-210121,True,1,10,2,16,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
